,content_id,title,type,release_year,date_added,age_rating,duration_min,seasons,primary_genre,country,language,imdb_rating,user_rating,is_original,views_30d,completion_rate_pct,likes,content_age,release_decade,is_kids_friendly,duration_bucket,engagement_score
2938,2939,Title 2939,Movie,2007,2022-08-22,TV-Y,118.0,0.0,Action,France,German,5.6,3.7,1,1987574,52.5,562781,18,2000,1,1.5-2.5 hours,0.5081369198765296
2939,2940,Title 2940,Movie,1995,2019-04-29,TV-PG,130.0,0.0,Adventure,Germany,English,6.1,4.3,1,936424,48.8,656871,30,1990,1,1.5-2.5 hours,0.3356639862759623
2940,2941,Title 2941,Movie,1998,2021-02-20,TV-14,118.0,0.0,Drama,India,German,5.9,3.1,1,1889166,33.4,478409,27,1990,0,1.5-2.5 hours,0.416975679283118
2941,2942,Title 2942,Movie,2021,2019-04-08,TV-Y,175.0,0.0,Crime,France,German,7.6,3.7,0,1384842,82.4,350074,4,2020,1,> 2.5 hours,0.537326871248896
2942,2943,Title 2943,Movie,1996,2015-10-26,TV-Y7,98.0,0.0,Romance,France,German,4.6,4.1,0,2515994,70.5,787345,29,1990,1,1-1.5 hours,0.6594001378503791
2943,2944,Title 2944,Movie,2024,2015-12-22,PG,118.0,1.0,Drama,France,Japanese,4.5,3.0,0,2897900,65.4,70914,1,2020,1,1.5-2.5 hours,0.6962861953870374
2944,2945,Title 2945,TV Show,1992,2019-09-03,PG-13,123.0,5.0,Thriller,United Kingdom,Japanese,7.6,4.0,1,3778898,53.5,663947,33,1990,0,1.5-2.5 hours,0.7808362587997117
2945,2946,Title 2946,TV Show,1986,2016-05-31,TV-PG,125.0,5.0,Drama,India,English,7.0,4.3,1,3047798,49.1,1487025,39,1980,1,1.5-2.5 hours,0.6535709572201324
2946,2947,Title 2947,Movie,2006,2017-01-16,TV-14,118.0,0.0,Action,India,Korean,6.4,4.5,0,2505829,79.0,1308480,19,2000,0,1.5-2.5 hours,0.691875383657305
2947,2948,Title 2948,TV Show,1989,2023-06-22,PG-13,86.0,5.0,Comedy,South Korea,Japanese,4.8,3.2,1,1296308,59.5,172111,36,1980,0,1-1.5 hours,0.43244673472852047
2948,2949,Title 2949,TV Show,2013,2019-07-06,TV-Y,155.0,5.0,Thriller,Japan,French,6.3,5.0,1,3385038,65.6,1587212,12,2010,1,> 2.5 hours,0.7701570963320149
2949,2950,Title 2950,TV Show,2015,2019-02-12,R,0.0,5.0,Adventure,Australia,German,8.3,4.2,1,2627576,27.5,800358,10,2010,0,N/A,0.5041374838780807
2950,2951,Title 2951,TV Show,2004,2015-10-21,R,0.0,5.0,Sci-Fi,United States,Japanese,8.9,3.7,0,3516771,55.4,1213591,21,2000,0,N/A,0.7491171006720269
2951,2952,Title 2952,Movie,1985,2017-09-02,PG-13,118.0,0.0,Sci-Fi,France,Hindi,7.9,3.5,1,3476706,29.8,627540,40,1980,0,1.5-2.5 hours,0.6407073341451689
2952,2953,Title 2953,TV Show,2003,2016-02-12,PG,179.0,5.0,Crime,France,Spanish,4.3,4.1,1,1734620,24.0,1791177,22,2000,1,> 2.5 hours,0.3561937155327177
2953,2954,Title 2954,TV Show,1997,2016-12-07,PG-13,0.0,5.0,Adventure,South Korea,French,7.7,4.8,1,2022570,71.7,1433836,28,1990,0,N/A,0.5901863343124194
2954,2955,Title 2955,TV Show,2002,2021-06-15,TV-Y,0.0,5.0,Mystery,United States,Spanish,5.3,4.0,0,2451042,40.6,341690,23,2000,1,N/A,0.5300573110576055
2955,2956,Title 2956,Movie,1985,2017-08-25,PG-13,116.0,6.0,Horror,India,Spanish,5.7,4.3,1,59167,92.4,1831501,40,1980,0,1.5-2.5 hours,0.37847507440645467
2956,2957,Title 2957,Movie,2008,2019-06-10,TV-14,168.0,0.0,Crime,Germany,English,5.1,3.7,0,2348689,65.4,11400,17,2000,0,> 2.5 hours,0.6139043188368768
2957,2958,Title 2958,Movie,2004,2022-04-01,PG,118.0,0.0,Sci-Fi,United Kingdom,Hindi,8.3,3.8,1,3920912,68.4,1425731,21,2000,1,1.5-2.5 hours,0.8617384173806477
2958,2959,Title 2959,Movie,1996,2016-12-19,G,117.0,6.0,Horror,France,Hindi,7.6,3.6,1,1642194,34.8,888112,29,1990,1,1.5-2.5 hours,0.3855297774068879
2959,2960,Title 2960,Movie,2003,2020-12-22,TV-MA,151.0,0.0,Mystery,Australia,French,7.4,4.4,1,388071,29.7,892195,22,2000,0,> 2.5 hours,0.17701081007972772
2960,2961,Title 2961,Movie,1990,2023-05-06,G,118.0,0.0,Adventure,Australia,Hindi,7.7,3.7,1,3695163,59.4,665311,35,1990,1,1.5-2.5 hours,0.7918759742589292
2961,2962,Title 2962,Movie,2005,2020-11-01,PG-13,118.0,4.0,Horror,France,Hindi,5.3,3.4,0,3093109,89.4,262090,20,2000,0,1.5-2.5 hours,0.8215676259109712
2962,2963,Title 2963,TV Show,2013,2017-11-25,R,0.0,5.0,Adventure,Australia,Hindi,6.4,3.7,1,1340625,24.2,944590,12,2010,0,N/A,0.2978943030093333
2963,2964,Title 2964,TV Show,2007,2023-08-25,G,74.0,8.0,Mystery,Germany,French,7.5,4.7,1,2030343,58.1,1064831,18,2000,1,1-1.5 hours,0.5369522875187906
2964,2965,Title 2965,TV Show,1982,2021-12-26,TV-Y7,0.0,5.0,Romance,Australia,Korean,7.5,4.5,1,3616799,34.9,1711047,43,1980,1,N/A,0.6821213419336902
2965,2966,Title 2966,Movie,1990,2016-07-06,TV-Y,118.0,1.0,Thriller,Spain,Hindi,8.4,3.7,0,3149612,78.6,1357876,35,1990,1,1.5-2.5 hours,0.7868430992185229
2966,2967,Title 2967,Movie,2017,2022-04-24,G,179.0,0.0,Horror,United States,Japanese,5.6,4.8,1,3055988,71.1,1624779,8,2010,1,> 2.5 hours,0.7427994605985166
2967,2968,Title 2968,Movie,1993,2018-07-31,TV-PG,93.0,5.0,Horror,South Korea,Hindi,8.2,3.1,1,1397563,27.3,428665,32,1990,1,1-1.5 hours,0.3188350264963229
2968,2969,Title 2969,Movie,2005,2017-07-01,PG,114.0,3.0,Adventure,South Korea,English,6.4,3.1,1,3184851,66.2,1675384,20,2000,1,1.5-2.5 hours,0.7425289637546504
2969,2970,Title 2970,Movie,2000,2015-11-29,TV-Y,148.0,7.0,Adventure,Canada,English,7.7,3.3,1,1865629,93.8,792837,25,2000,1,> 2.5 hours,0.6550451195740787
2970,2971,Title 2971,TV Show,2018,2019-06-30,R,123.0,5.0,Horror,United Kingdom,Japanese,6.5,3.2,0,2792224,59.6,698125,7,2010,0,1.5-2.5 hours,0.6572347517955675
2971,2972,Title 2972,TV Show,2009,2017-07-26,G,0.0,2.0,Adventure,United States,Hindi,9.2,3.2,0,795004,41.4,1524455,16,2000,1,N/A,0.28485092794005185
2972,2973,Title 2973,Movie,1987,2018-06-07,PG,118.0,2.0,Comedy,France,Korean,5.0,4.3,1,1221792,31.4,332866,38,1980,1,1.5-2.5 hours,0.308869303990586
2973,2974,Title 2974,Movie,1999,2021-10-18,TV-MA,118.0,8.0,Comedy,Spain,Hindi,7.7,4.2,1,1560995,94.2,568876,26,1990,0,1.5-2.5 hours,0.6109498939122082
2974,2975,Title 2975,Movie,2011,2020-01-31,PG,118.0,0.0,Romance,Germany,Japanese,7.2,4.3,0,2256587,62.3,34290,14,2010,1,1.5-2.5 hours,0.5876889808446973
2975,2976,Title 2976,Movie,2001,2023-09-05,PG,156.0,0.0,Romance,Canada,Hindi,5.0,4.4,1,391422,48.1,1767832,24,2000,1,> 2.5 hours,0.251113461462019
2976,2977,Title 2977,TV Show,1986,2023-01-07,TV-Y,91.0,3.0,Romance,United Kingdom,Hindi,4.4,4.5,1,986424,36.1,1447781,39,1980,1,1-1.5 hours,0.29236400690101894
2977,2978,Title 2978,Movie,1988,2019-01-30,TV-MA,118.0,0.0,Sci-Fi,United Kingdom,German,8.4,3.4,1,3818985,91.3,565987,37,1980,0,1.5-2.5 hours,0.9380493253356447
2978,2979,Title 2979,Movie,2024,2021-07-02,PG,118.0,0.0,Sci-Fi,Japan,Korean,4.9,4.2,0,3587001,67.0,915511,1,2020,1,1.5-2.5 hours,0.8060516296419815
2979,2980,Title 2980,Movie,1980,2020-06-11,TV-PG,118.0,0.0,Drama,United States,Spanish,5.0,4.2,1,3968693,24.3,124115,45,1980,1,1.5-2.5 hours,0.6925055870903645
2980,2981,Title 2981,Movie,2008,2020-06-01,G,141.0,5.0,Crime,Spain,Japanese,9.4,4.9,1,2017312,24.5,267194,17,2000,1,> 2.5 hours,0.4005976321434884
2981,2982,Title 2982,TV Show,1987,2020-05-13,G,107.0,8.0,Thriller,India,Hindi,7.9,3.5,1,651803,90.5,27763,38,1980,1,1.5-2.5 hours,0.45977071886947696
2982,2983,Title 2983,Movie,1983,2023-03-05,TV-PG,71.0,7.0,Comedy,Germany,Japanese,5.4,3.1,1,3220039,73.3,1776859,42,1980,1,1-1.5 hours,0.7762071782697402
2983,2984,Title 2984,Movie,2014,2021-01-09,G,118.0,0.0,Mystery,Canada,Spanish,7.3,4.3,1,934059,27.8,854054,11,2010,1,1.5-2.5 hours,0.25130923530039706
2984,2985,Title 2985,TV Show,1982,2018-11-24,PG,0.0,5.0,Thriller,France,Korean,6.9,4.5,0,3414744,66.8,1148534,43,1980,1,N/A,0.7794130085857736
2985,2986,Title 2986,TV Show,2024,2018-03-24,PG,0.0,5.0,Thriller,South Korea,Japanese,8.6,3.6,0,1336495,51.5,1718283,1,2020,1,N/A,0.40647480130570357
2986,2987,Title 2987,TV Show,2019,2016-02-16,TV-Y,0.0,5.0,Mystery,Canada,Hindi,8.0,4.1,0,649777,79.2,1608471,6,2010,1,N/A,0.4142668180337496
2987,2988,Title 2988,Movie,1986,2022-03-06,TV-Y7,87.0,0.0,Action,Australia,Spanish,8.6,3.1,0,1052319,40.5,563545,39,1980,1,1-1.5 hours,0.3198482840827812
2988,2989,Title 2989,Movie,2006,2023-01-03,R,90.0,7.0,Horror,United Kingdom,Japanese,5.2,4.9,1,2702207,48.7,1272911,19,2000,0,1-1.5 hours,0.6001321646634528
2989,2990,Title 2990,TV Show,1980,2023-08-29,R,176.0,5.0,Crime,France,French,7.5,3.2,1,1024069,32.6,687014,45,1980,0,> 2.5 hours,0.28401077242962414
2990,2991,Title 2991,TV Show,2006,2017-06-16,PG,75.0,8.0,Drama,Germany,Spanish,4.2,3.1,1,3781126,38.9,1796460,19,2000,1,1-1.5 hours,0.7227704597187643
2991,2992,Title 2992,TV Show,1995,2021-07-16,PG-13,119.0,7.0,Romance,Spain,Korean,4.4,3.1,0,70954,34.2,1343623,30,1990,0,1.5-2.5 hours,0.1474431292686055
2992,2993,Title 2993,TV Show,2017,2017-05-11,TV-Y7,165.0,4.0,Mystery,India,Hindi,7.9,3.9,0,2075948,21.8,1049724,8,2010,1,> 2.5 hours,0.3985930563309049
2993,2994,Title 2994,TV Show,1986,2022-12-18,TV-PG,0.0,5.0,Sci-Fi,Australia,German,4.1,3.2,1,581712,23.5,1462639,39,1980,1,N/A,0.18125703995685988
2994,2995,Title 2995,TV Show,2023,2023-03-14,PG,106.0,5.0,Romance,France,Korean,7.2,4.5,1,1353677,82.7,1278151,2,2020,1,1.5-2.5 hours,0.5338521083932981
2995,2996,Title 2996,Movie,2002,2022-09-01,PG-13,147.0,8.0,Adventure,France,German,8.6,4.8,0,3529770,80.3,450461,23,2000,0,> 2.5 hours,0.8506669560341291
2996,2997,Title 2997,Movie,2020,2022-11-06,PG,118.0,2.0,Mystery,United Kingdom,Hindi,6.1,3.5,1,3415108,30.6,665951,5,2020,1,1.5-2.5 hours,0.634667608735924
2997,2998,Title 2998,Movie,1990,2016-01-12,PG-13,118.0,4.0,Romance,United States,Spanish,4.2,4.3,0,459055,70.1,1082998,35,1990,0,1.5-2.5 hours,0.3492584393607082
2998,2999,Title 2999,TV Show,2021,2022-10-09,PG,80.0,5.0,Horror,Australia,French,7.9,3.1,0,644362,75.9,1646079,4,2020,1,1-1.5 hours,0.400254565800056
2999,3000,Title 3000,TV Show,2012,2023-02-08,TV-MA,79.0,5.0,Horror,United Kingdom,French,9.1,3.8,0,1800666,23.8,1113891,13,2010,0,1-1.5 hours,0.36530064277676766
3000,3001,Title 3001,TV Show,2015,2018-10-29,G,65.0,5.0,Horror,Canada,Japanese,7.9,3.6,1,1629508,26.6,1668738,10,2010,1,1-1.5 hours,0.35082687217389846
3001,3002,Title 3002,TV Show,2016,2015-03-22,R,135.0,2.0,Romance,Australia,Korean,7.2,3.5,0,3219506,62.2,362267,9,2010,0,1.5-2.5 hours,0.7317272280498771
3002,3003,Title 3003,TV Show,2020,2023-07-24,R,0.0,5.0,Horror,India,Korean,5.3,4.3,0,1359569,48.1,57048,5,2020,0,N/A,0.39633591082375474
3003,3004,Title 3004,TV Show,1996,2018-04-01,TV-Y7,77.0,4.0,Comedy,South Korea,Korean,4.1,3.3,0,1065597,72.5,1753483,29,1990,1,1-1.5 hours,0.4498399895599713
3004,3005,Title 3005,Movie,2014,2022-06-15,TV-14,118.0,8.0,Sci-Fi,Canada,English,7.8,4.7,0,605776,61.8,1419145,11,2010,0,1.5-2.5 hours,0.33806664988328716
3005,3006,Title 3006,Movie,1984,2017-01-31,R,78.0,7.0,Drama,India,French,5.3,4.3,1,1758286,22.3,124503,41,1980,0,1-1.5 hours,0.35294362529496953
3006,3007,Title 3007,TV Show,2011,2020-12-07,TV-14,84.0,5.0,Mystery,Spain,French,8.7,4.4,0,705429,71.3,759992,14,2010,0,1-1.5 hours,0.39101464099026273
3007,3008,Title 3008,Movie,1982,2017-02-24,TV-MA,118.0,8.0,Thriller,United Kingdom,Hindi,6.6,4.9,1,1522966,35.3,1257460,43,1980,0,1.5-2.5 hours,0.3696455282252026
3008,3009,Title 3009,TV Show,2014,2016-12-17,PG-13,0.0,7.0,Romance,India,English,6.9,4.9,0,1516945,43.4,1610084,11,2010,0,N/A,0.4011423757415333
3009,3010,Title 3010,Movie,1993,2020-03-14,TV-Y7,118.0,0.0,Romance,United States,Korean,8.1,4.1,0,3989329,75.2,202489,32,1990,1,1.5-2.5 hours,0.8992009956027378
3010,3011,Title 3011,TV Show,2010,2020-11-29,G,0.0,5.0,Sci-Fi,Japan,Korean,8.3,4.0,0,2135358,77.8,1820335,15,2010,1,N/A,0.6315045808375973
3011,3012,Title 3012,TV Show,2010,2017-11-02,TV-PG,0.0,3.0,Action,South Korea,German,7.5,3.7,0,1299268,45.9,705204,15,2010,1,N/A,0.37849073594952387
3012,3013,Title 3013,Movie,1996,2021-11-08,TV-14,118.0,4.0,Crime,Spain,Japanese,9.2,4.4,0,3325076,26.7,109181,29,1990,0,1.5-2.5 hours,0.605562771597622
3013,3014,Title 3014,Movie,2003,2017-04-06,G,118.0,0.0,Adventure,France,English,9.4,4.1,0,3864156,77.7,1944097,22,2000,1,1.5-2.5 hours,0.8904249939687334
3014,3015,Title 3015,TV Show,2002,2022-09-17,TV-Y7,68.0,8.0,Mystery,United Kingdom,Japanese,9.2,4.9,1,2632930,85.3,93996,23,2000,1,1-1.5 hours,0.7361405860866117
3015,3016,Title 3016,TV Show,1997,2015-12-07,TV-Y7,103.0,3.0,Action,Canada,Spanish,8.5,3.5,1,456354,92.3,1105814,28,1990,1,1.5-2.5 hours,0.43765328824654265
3016,3017,Title 3017,Movie,1993,2016-10-18,R,74.0,4.0,Adventure,Japan,Japanese,7.9,3.6,1,1219198,43.8,1834295,32,1990,0,1-1.5 hours,0.35808020292055803
3017,3018,Title 3018,Movie,1994,2023-05-23,G,161.0,6.0,Crime,Australia,French,7.6,3.6,0,1827792,29.3,1189748,31,1990,1,> 2.5 hours,0.3913695539662734
3018,3019,Title 3019,TV Show,1994,2015-02-21,PG,0.0,5.0,Thriller,United Kingdom,Hindi,4.6,4.6,1,2541874,90.3,149639,31,1990,1,N/A,0.7424821485259084
3019,3020,Title 3020,Movie,1985,2023-04-14,TV-Y,118.0,5.0,Romance,Germany,Spanish,5.5,3.2,0,193352,50.0,346517,40,1980,1,1.5-2.5 hours,0.22900287975791933
3020,3021,Title 3021,TV Show,2006,2016-10-19,TV-Y7,180.0,7.0,Horror,United Kingdom,Spanish,4.0,3.9,1,605153,27.0,1124003,19,2000,1,> 2.5 hours,0.19877319962629897
3021,3022,Title 3022,TV Show,1994,2020-07-10,TV-14,0.0,5.0,Sci-Fi,Germany,Hindi,4.8,3.9,1,412096,57.4,1717318,31,1990,0,N/A,0.2914145699900675
3022,3023,Title 3023,TV Show,2015,2023-10-22,TV-PG,77.0,5.0,Mystery,France,Korean,6.4,3.1,1,2106184,34.3,595143,10,2010,1,1-1.5 hours,0.4531284688032892
3023,3024,Title 3024,TV Show,1987,2022-03-15,TV-PG,103.0,5.0,Sci-Fi,Spain,French,4.8,3.8,0,2816623,46.6,1998424,38,1980,1,1.5-2.5 hours,0.6088946118601826
3024,3025,Title 3025,Movie,1994,2018-03-01,TV-MA,180.0,5.0,Drama,South Korea,German,9.0,4.0,0,1658799,44.0,774596,31,1990,0,> 2.5 hours,0.4248205342564692
3025,3026,Title 3026,Movie,1982,2019-03-24,TV-MA,179.0,0.0,Thriller,United Kingdom,Korean,8.4,3.1,0,1445188,94.0,1376215,43,1980,0,> 2.5 hours,0.5927787961416894
3026,3027,Title 3027,Movie,1992,2015-08-01,R,78.0,4.0,Drama,France,Japanese,4.4,4.0,0,248087,68.0,326112,33,1990,0,1-1.5 hours,0.3092131523361689
3027,3028,Title 3028,Movie,2020,2019-04-26,PG,62.0,7.0,Crime,Australia,Korean,5.4,4.9,0,579811,56.9,1400167,5,2020,1,1-1.5 hours,0.31457188917269524
3028,3029,Title 3029,Movie,2013,2016-03-15,R,162.0,0.0,Crime,Japan,English,8.5,5.0,0,1180715,58.5,738188,12,2010,0,> 2.5 hours,0.41110773704627684
3029,3030,Title 3030,Movie,2003,2022-06-22,TV-PG,118.0,0.0,Comedy,United States,Spanish,8.4,4.1,0,1041956,65.3,432358,22,2000,1,1.5-2.5 hours,0.417493829808032
3030,3031,Title 3031,Movie,2019,2019-10-20,PG-13,104.0,4.0,Crime,India,Spanish,9.2,4.0,1,2724789,85.5,626352,6,2010,0,1.5-2.5 hours,0.7507194739785534
3031,3032,Title 3032,TV Show,2011,2016-02-29,TV-PG,0.0,5.0,Action,France,French,9.5,3.6,1,2521589,30.9,1731365,14,2010,1,N/A,0.5018393901583229
3032,3033,Title 3033,Movie,2011,2015-06-27,TV-Y7,90.0,8.0,Action,Japan,Japanese,9.4,5.0,1,187989,65.0,552769,14,2010,1,1-1.5 hours,0.28819842754567576
3033,3034,Title 3034,Movie,2009,2016-12-05,G,91.0,0.0,Horror,Germany,Spanish,6.3,3.5,0,1166161,44.2,1570302,16,2000,1,1-1.5 hours,0.3517246310427354
3034,3035,Title 3035,TV Show,1992,2019-03-16,G,0.0,3.0,Romance,France,German,5.4,3.9,0,1266201,62.9,195045,33,1990,1,N/A,0.44153067230934884
3035,3036,Title 3036,Movie,1980,2019-09-05,TV-Y7,79.0,0.0,Sci-Fi,Australia,German,8.2,3.0,1,254265,58.8,1472042,45,1980,1,1-1.5 hours,0.27333985488460094
3036,3037,Title 3037,Movie,2013,2019-05-19,TV-Y7,118.0,8.0,Romance,France,Japanese,5.6,3.7,1,2265752,22.2,1938751,12,2010,1,1.5-2.5 hours,0.42866373462527024
3037,3038,Title 3038,TV Show,1994,2016-01-24,TV-PG,100.0,5.0,Romance,South Korea,German,8.4,3.1,0,3714566,63.7,1277777,31,1990,1,1-1.5 hours,0.8119864322626887
3038,3039,Title 3039,Movie,2023,2016-08-01,G,150.0,2.0,Action,Germany,Hindi,6.9,4.5,1,1140306,73.2,1216238,2,2020,1,> 2.5 hours,0.4638463703775185
3039,3040,Title 3040,Movie,1993,2019-01-04,G,137.0,0.0,Sci-Fi,United Kingdom,Japanese,8.4,4.1,0,1422993,38.4,378524,32,1990,1,1.5-2.5 hours,0.3670495369862267
3040,3041,Title 3041,Movie,2008,2018-02-15,G,118.0,5.0,Horror,Canada,French,5.5,4.1,0,2524723,28.0,1647505,17,2000,1,1.5-2.5 hours,0.49070949145110143
3041,3042,Title 3042,TV Show,2013,2020-09-20,TV-Y7,161.0,1.0,Thriller,United States,German,6.8,3.6,1,3216407,35.9,1683517,12,2010,1,> 2.5 hours,0.6260623767715361
3042,3043,Title 3043,Movie,1997,2015-09-08,TV-MA,161.0,0.0,Comedy,United Kingdom,English,7.1,4.6,0,2767640,67.7,1796239,28,1990,0,> 2.5 hours,0.6859471416546397
3043,3044,Title 3044,Movie,1986,2015-05-11,PG,118.0,5.0,Action,India,English,9.2,3.0,1,3478377,55.2,976410,39,1980,1,1.5-2.5 hours,0.7425579848344583
3044,3045,Title 3045,TV Show,2008,2015-02-05,PG-13,76.0,6.0,Drama,France,Korean,5.5,3.7,0,1534769,84.9,826878,17,2000,0,1-1.5 hours,0.5698159830939535
3045,3046,Title 3046,Movie,2010,2020-03-17,TV-Y7,118.0,8.0,Comedy,Spain,Korean,9.2,4.3,0,3970815,41.4,274729,15,2010,1,1.5-2.5 hours,0.7612238879656918
3046,3047,Title 3047,TV Show,2004,2016-08-09,G,105.0,1.0,Thriller,France,French,8.4,4.8,1,2637997,47.4,223694,21,2000,1,1.5-2.5 hours,0.5853006381767549
3047,3048,Title 3048,TV Show,2017,2019-10-11,TV-14,0.0,2.0,Crime,Germany,Japanese,8.0,3.5,0,2077621,59.6,667456,8,2010,0,N/A,0.5500440070210193
3048,3049,Title 3049,Movie,1993,2019-04-11,TV-PG,118.0,5.0,Romance,South Korea,Korean,8.3,4.1,1,500183,54.5,960590,32,1990,1,1.5-2.5 hours,0.29302765632605493
3049,3050,Title 3050,TV Show,1987,2021-05-17,TV-PG,65.0,5.0,Mystery,France,Korean,7.3,4.1,0,3555090,61.1,444196,38,1980,1,1-1.5 hours,0.7776649664786579
3050,3051,Title 3051,TV Show,2006,2019-11-29,PG,64.0,5.0,Horror,India,English,5.3,4.7,1,63642,43.4,398528,19,2000,1,1-1.5 hours,0.18314632625239718
3051,3052,Title 3052,Movie,1981,2015-08-28,TV-Y7,118.0,0.0,Romance,Australia,Korean,5.0,3.1,0,2006696,32.5,794974,44,1980,1,1.5-2.5 hours,0.43100522776437633
3052,3053,Title 3053,TV Show,1996,2019-12-15,PG,142.0,5.0,Crime,France,English,8.8,3.8,1,1817795,80.2,1173855,29,1990,1,> 2.5 hours,0.5934699998424996
3053,3054,Title 3054,TV Show,2016,2017-03-19,TV-MA,0.0,2.0,Thriller,United Kingdom,German,8.0,3.4,1,2597908,22.9,1783576,9,2010,0,N/A,0.481287271639997
3054,3055,Title 3055,Movie,1993,2019-08-07,TV-Y,118.0,0.0,Drama,Canada,German,5.2,3.0,0,2262349,47.7,1839012,32,1990,1,1.5-2.5 hours,0.5301532832215289
3055,3056,Title 3056,Movie,2004,2022-09-16,R,113.0,0.0,Horror,Spain,French,7.4,3.3,0,1182491,26.6,60612,21,2000,0,1.5-2.5 hours,0.2837741377788789
3056,3057,Title 3057,Movie,2009,2017-11-22,TV-14,118.0,0.0,Horror,India,Hindi,6.5,5.0,1,1525574,75.2,239235,16,2000,0,1.5-2.5 hours,0.5296367293010056
3057,3058,Title 3058,TV Show,2008,2015-07-05,R,98.0,5.0,Thriller,India,Korean,4.9,3.4,1,921453,47.4,1478914,17,2000,0,1-1.5 hours,0.32781833010040773
3058,3059,Title 3059,Movie,1999,2022-02-04,TV-Y,118.0,0.0,Comedy,Germany,German,6.9,4.9,1,3278570,22.3,1502855,26,1990,1,1.5-2.5 hours,0.5809868524138442
3059,3060,Title 3060,TV Show,2000,2018-01-09,TV-14,139.0,5.0,Adventure,India,German,5.5,3.4,1,1879162,25.7,1979206,25,2000,0,1.5-2.5 hours,0.38467507515645666
3060,3061,Title 3061,TV Show,2001,2022-07-13,R,0.0,3.0,Romance,Spain,Japanese,4.5,4.9,1,3715028,34.9,1218616,24,2000,0,N/A,0.6968557324532643
3061,3062,Title 3062,TV Show,2014,2017-12-25,TV-14,0.0,1.0,Comedy,United Kingdom,French,6.6,4.3,0,2517583,79.0,49680,11,2010,0,N/A,0.6936384885058435
3062,3063,Title 3063,TV Show,2016,2022-11-21,PG,0.0,5.0,Action,Canada,Spanish,7.2,3.2,1,3156323,79.9,1353326,9,2010,1,N/A,0.793049751986818
3063,3064,Title 3064,TV Show,1995,2016-06-29,PG-13,0.0,3.0,Thriller,Japan,Spanish,4.3,4.2,1,940163,94.7,1802703,30,1990,0,N/A,0.519824837818304
3064,3065,Title 3065,TV Show,2022,2017-01-29,TV-14,98.0,2.0,Action,France,French,6.2,3.6,1,189284,38.1,819860,3,2020,0,1-1.5 hours,0.18079267807986474
3065,3066,Title 3066,TV Show,1996,2020-11-16,TV-Y,0.0,5.0,Drama,India,English,5.4,3.8,0,305874,24.5,273414,29,1990,1,N/A,0.14388122617337198
3066,3067,Title 3067,Movie,1995,2021-10-12,PG,118.0,0.0,Comedy,Australia,Hindi,4.2,3.9,1,3999608,41.2,1311502,30,1990,1,1.5-2.5 hours,0.7647428498428371
3067,3068,Title 3068,Movie,1981,2018-09-02,PG,118.0,5.0,Mystery,South Korea,Japanese,4.7,3.8,1,3545803,33.4,43049,44,1980,1,1.5-2.5 hours,0.6654719126477597
3068,3069,Title 3069,TV Show,1983,2019-08-25,TV-MA,0.0,5.0,Adventure,Australia,Japanese,4.8,4.3,1,2521409,73.3,1479184,42,1980,0,N/A,0.6714123900840727
3069,3070,Title 3070,TV Show,2000,2017-05-17,G,64.0,5.0,Thriller,United Kingdom,French,5.0,4.5,1,3418895,92.7,874512,25,2000,1,1-1.5 hours,0.8836356602980658
3070,3071,Title 3071,Movie,2018,2020-03-05,TV-PG,118.0,1.0,Thriller,Japan,Spanish,8.4,3.7,1,854715,40.5,883564,7,2010,1,1.5-2.5 hours,0.2902076025709071
3071,3072,Title 3072,TV Show,2013,2021-02-16,TV-MA,118.0,5.0,Adventure,Germany,Hindi,6.4,4.8,1,2769734,44.6,761829,12,2010,0,1.5-2.5 hours,0.5938612425184169
3072,3073,Title 3073,Movie,2009,2015-10-14,TV-Y,71.0,0.0,Horror,United Kingdom,German,4.8,4.9,1,2637587,46.3,1715765,16,2000,1,1-1.5 hours,0.5808391380076295
3073,3074,Title 3074,Movie,1985,2015-12-07,TV-Y7,118.0,4.0,Crime,Australia,French,4.6,3.1,0,2904359,84.3,1706296,40,1980,1,1.5-2.5 hours,0.7728550480513822
3074,3075,Title 3075,Movie,1996,2019-06-14,TV-Y7,135.0,0.0,Drama,Spain,English,5.6,3.0,1,886550,63.4,354018,29,1990,1,1.5-2.5 hours,0.3865828657028807
3075,3076,Title 3076,TV Show,2018,2017-01-21,TV-PG,0.0,6.0,Comedy,France,Hindi,8.4,3.9,1,1743335,93.0,832939,7,2010,1,N/A,0.6335009691276652
3076,3077,Title 3077,TV Show,2004,2019-01-12,PG,0.0,5.0,Thriller,United Kingdom,Spanish,6.0,4.2,0,2914435,67.0,147348,21,2000,1,N/A,0.7051664522077437
3077,3078,Title 3078,Movie,1984,2018-02-06,PG-13,118.0,6.0,Thriller,United States,German,4.9,3.6,1,1584410,72.9,1241764,41,1980,0,1.5-2.5 hours,0.5292621535709223
3078,3079,Title 3079,Movie,1984,2020-09-22,TV-Y,134.0,8.0,Adventure,France,French,6.2,3.5,0,1385809,26.7,1604864,41,1980,1,1.5-2.5 hours,0.3146719216477845
3079,3080,Title 3080,Movie,1999,2018-09-13,TV-PG,118.0,0.0,Mystery,United States,Japanese,7.1,4.4,0,3887430,91.4,384869,26,1990,1,1.5-2.5 hours,0.9487161035692848
